ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands
425,"simple, virtual",,,"Carnatic Vocal Music",1,0,visible,"Live 1:1 and group Carnatic Vocal Music classes with expert mentors. Flexible scheduling, first demo free.","<p>Carnatic vocal music is a classical tradition originating from South India, characterized by its emphasis on intricate melodies, rhythmic precision, and devotional themes. In this art form, vocalists play a central role, rendering compositions that follow specific ragas and talas. The music often carries spiritual depth and cultural significance, making Carnatic vocal music a revered classical genre.</p><p>Start learning Carnatic Vocal Music from the comfort of your home!</p><p>Why Choose Online Carnatic Vocal Music Classes?</p><p>Rich Cultural Heritage: Carnatic vocal music is deeply embedded in the cultural fabric of South India, carrying centuries-old traditions and spiritual depth. Choosing this genre allows you to connect with a profound cultural heritage.</p><p>Melodic Complexity: The intricate melodic patterns of Carnatic music, expressed through a vast array of ragas, provide a unique and challenging musical journey. Learning to navigate these melodies enhances your understanding of musical intricacies.</p><p>Spiritual and Devotional Essence: Many Carnatic compositions carry devotional and spiritual themes, offering a transcendent and emotional musical experience. Engaging with these compositions allows you to explore the spiritual dimensions of music.</p><p>Rhythmic Precision: Carnatic music places a strong emphasis on rhythmic precision through talas. Mastering the rhythmic intricacies contributes to a well-rounded musical education, fostering a sense of discipline and control.</p><p>Vocal Expression: Carnatic vocal music places the human voice at the forefront, allowing for nuanced expression and emotional depth. Choosing to specialize in vocal music enables you to convey intricate musical nuances with your voice.</p>",,,taxable,,1,,,0,1,,,,,1,,,600,"Vocal Music > Carnatic, Vocal Music",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Carnatic-4.jpg,,,,,,,,,0,
428,"simple, virtual",,,"Hindustani Vocal Music",1,0,visible,"Live 1:1 and group Hindustani Vocal Music classes with expert mentors. Flexible scheduling, first demo free.","<p>Hindustani vocal music, a classical tradition originating in the Indian subcontinent, is characterized by its emphasis on improvisation, intricate melodic patterns, and the use of ragas and talas. The genre&#x27;s rich history involves contributions from various musicians and scholars, with a profound connection between performers and audiences. In Hindustani vocal music, artists express deep emotions and narratives through their voices, employing techniques such as ornamentation and vibrato. The diverse repertoire spans devotional, classical, semi-classical, and experimental compositions. Gharanas, distinct musical schools, have played a significant role in shaping the tradition.</p><p>Start learning Hindustani Vocal Music from the comfort of your home!</p><p>Why Choose Online Hindustani Vocal Music Classes?</p><p>Expert Instructors: We have a team of experienced and talented vocal instructors who are master’s degree holders in Hindustani music or equivalent and are dedicated to helping you develop your vocal skills and achieve your musical goals. They possess a deep understanding of Hindustani vocal music and are passionate about sharing their knowledge with students.</p><p>Cultural Connection: Hindustani vocal music is deeply rooted in Indian culture and heritage, offering learners a profound connection to centuries-old traditions and artistic expressions.</p><p>Artistic Expression: Hindustani vocal music provides a platform for creative self-expression through melody, rhythm, and emotion, allowing learners to explore their artistic potential and develop their unique voice.</p><p>Musical Proficiency: Hindustani vocal training equips learners with essential musical skills such as pitch control, breath control, voice modulation, and improvisation, enhancing overall vocal proficiency and musicianship.</p><p>Emotional Intelligence: Engaging with Hindustani music fosters emotional intelligence as learners delve into the evocative expressions of different ragas and compositions, deepening their understanding of human emotions and cultural nuances.</p>",,,taxable,,1,,,0,1,,,,,1,,,600,"Vocal Music > Hindustani, Vocal Music",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Hindustani-Vocal.jpg.jpeg,,,,,,,,,0,
434,"simple, virtual",,,"Western Vocal Music",1,0,visible,"Live 1:1 and group Western Vocal Music classes with expert mentors. Flexible scheduling, first demo free.","<p>Why Choose Online Western Vocal Music Classes?</p><p>Expert Instructors: We have a team of experienced and talented vocal instructors who are certified from Trinity College London/Associated Board of the Royal Schools of Music/Rockschool or equivalent, who are dedicated to helping you develop your vocal skills and achieve your musical goals. They possess a deep understanding of Western vocal techniques and are passionate about sharing their knowledge with students.</p><p>Flexible Learning: With our online classes, you can enjoy the convenience of learning from the comfort of your own home, at your own pace. We offer flexible scheduling options to accommodate your busy lifestyle, allowing you to pursue your passion for music without disrupting your daily routine.</p><p>Comprehensive Curriculum: Our curriculum is carefully crafted to provide a well-rounded education in Western vocal music. Through our coaching students can apply for certifications from Trinity College London/Associated Board of the Royal Schools of Music/Rockschool. From vocal warm-ups and breathing exercises to exploring various musical genres and styles, our classes cover a wide range of topics to enhance your vocal abilities and musical understanding.</p><p>Personalized Approach: We understand that every student is unique, with different learning styles and goals. That&#x27;s why our instructors tailor their teaching methods to meet your individual needs and coach you for the certification of your choice. Whether you&#x27;re interested in pop, rock, jazz, or classical music, we&#x27;ll help you develop a versatile voice that can adapt to any genre.</p><p>Affordable Pricing: We believe that high-quality music education should be accessible to everyone. That&#x27;s why we offer competitive pricing options that fit various budgets. We are committed to providing exceptional value for your investment in your musical journey.</p><p>Enhanced Academic Performance: Studies have shown a positive correlation between music education and academic performance. Learning to sing involves various cognitive skills such as memory, attention, and pattern recognition, which can contribute to improved academic abilities.</p><p>Improved Discipline and Time Management: Committing to regular online classes fosters discipline and time management skills. These qualities are transferable to academic pursuits, helping children develop effective study habits and meet deadlines.</p>",,,taxable,,1,,,0,1,,,,,1,,,600,"Vocal Music, Vocal Music > Western",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Western-Music-.jpg.jpeg,,,,,,,,,0,
438,"simple, virtual",,,Scratch,1,0,visible,"Live 1:1 and group Scratch classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > Scratch",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Scratch.jpg,,,,,,,,,0,
439,"simple, virtual",,,Blockly,1,0,visible,"Live 1:1 and group Blockly classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies > Blockly, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Blockly.jpg,,,,,,,,,0,
447,"simple, virtual",,,"Roblox & Minecraft",1,0,visible,"Live 1:1 and group Roblox & Minecraft classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > Roblox & Minecraft",,,,,,,,,,,,0,
458,"simple, virtual",,,Python,1,0,visible,"Live 1:1 and group Python classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, Python",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Python.jpg,,,,,,,,,0,
460,"simple, virtual",,,Java,1,0,visible,"Live 1:1 and group Java classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,425,"IT Technologies, IT Technologies > Java",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/JAva.jpg,,,,,,,,,0,
471,"simple, virtual",,,C++,1,0,visible,"Live 1:1 and group C++ classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies > C++, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/content-writing-course1s-1.jpg,,,,,,,,,0,
476,"simple, virtual",,,"Web Development",1,0,visible,"Live 1:1 and group Web Development classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > Web Development",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Web-Developement.jpg,,,,,,,,,0,
481,"simple, virtual",,,"MIT App Inventor",1,0,visible,"Live 1:1 and group MIT App Inventor classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > MIT App Inventor",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-29.jpg,,,,,,,,,0,
494,"simple, virtual",,,Robotics,1,0,visible,"Live 1:1 and group Robotics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > Robotics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Robotics.jpg,,,,,,,,,0,
499,"simple, virtual",,,"AI & ML",1,0,visible,"Live 1:1 and group AI & ML classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"IT Technologies > AI & ML, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AIML.jpg,,,,,,,,,0,
500,"simple, virtual",,,"Data Science",1,0,visible,"Live 1:1 and group Data Science classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,450,"IT Technologies > Data Science, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Data-Science.jpg,,,,,,,,,0,
515,"simple, virtual",,,"AI Prompting",1,0,visible,"Live 1:1 and group AI Prompting classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies > AI Prompting, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AI-Prompting.jpg,,,,,,,,,0,
521,"simple, virtual",,,"Graphics Design",1,0,visible,"Live 1:1 and group Graphics Design classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies > Graphics Design, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Graphics-Design.jpg,,,,,,,,,0,
522,"simple, virtual",,,"Video Editing",1,0,visible,"Live 1:1 and group Video Editing classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,450,"IT Technologies, IT Technologies > Video Editing",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Video-Editing.jpg,,,,,,,,,0,
531,"simple, virtual",,,Animation,1,0,visible,"Live 1:1 and group Animation classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,450,"IT Technologies > Animation, IT Technologies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Animation.jpg,,,,,,,,,0,
542,"simple, virtual",,,VFX,1,0,visible,"Live 1:1 and group VFX classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"IT Technologies, IT Technologies > VFX",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/VFX.jpg.jpeg,,,,,,,,,0,
543,"simple, virtual",,,AWS,1,0,visible,"Live 1:1 and group AWS classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,450,"IT Technologies > AWS, IT Technologies",,,,,,,,,,,,0,
556,"simple, virtual",,,DevOps,1,0,visible,"Live 1:1 and group DevOps classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,450,"IT Technologies > DevOps, IT Technologies",,,,,,,,,,,,0,
560,"simple, virtual",,,"Rubik's Cube",1,0,visible,"Live 1:1 and group Rubik's Cube classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Mind Sports, Mind Sports > Rubik's Cube",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Rubik-pixabay-54101.png,,,,,,,,,0,
565,"simple, virtual",,,Chess,1,0,visible,"Live 1:1 and group Chess classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Mind Sports > Chess, Mind Sports",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Chess.jpg,,,,,,,,,0,
578,"simple, virtual",,,"Arts & Painting",1,0,visible,"Live 1:1 and group Arts & Painting classes with expert mentors. Flexible scheduling, first demo free.","<p>Why Choose Online Arts and Painting Classes?</p><p>In a world where screens dominate our daily lives, it&#x27;s no surprise that the realm of education has also shifted its focus to the digital sphere. Online learning platforms have revolutionized how we acquire new skills, and the realm of arts and painting is no exception. Whether you&#x27;re a seasoned artist or an eager beginner, the benefits of enrolling in online arts and painting classes are boundless. Here&#x27;s why you should consider embracing the virtual canvas:</p>",,,taxable,,1,,,0,1,,,,,1,,,200,"Creative Skills > Arts & Painting, Creative Skills",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Arts-And-Painting-1.jpg,,,,,,,,,0,
581,"simple, virtual",,,"Creative Writing",1,0,visible,"Live 1:1 and group Creative Writing classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Creative Skills, Creative Skills > Creative Writing",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/content-writing-course1s.jpg,,,,,,,,,0,
587,"simple, virtual",,,"Public Speaking",1,0,visible,"Live 1:1 and group Public Speaking classes with expert mentors. Flexible scheduling, first demo free.","<p>Online Public Speaking – Trial Class Plan (Session 1)</p><p>Duration: 60–75 MinutesMode: Online (Teacher + 5 Students)Theme: Introduction to Public Speaking &amp; SWOT-Based Speaking Activity</p><p>Objective: Make students comfortable and start speaking immediately.</p><p>“When you hear the words Public Speaking, what comes to your mind?”</p><p>2. What Exactly is Public Speaking? (8–10 minutes)</p><p>Public Speaking is the ability to speak clearly, confidently, and effectively in front of an audience with the purpose of:</p><p>It is not only about talking. It is about:✅ Confidence✅ Clear thoughts✅ Strong body language✅ Knowing your audience✅ Structuring your ideas✅ Using voice effectively</p><p>Public speaking is a life skill. It helps in:</p>",,,taxable,,1,,,0,1,,,,,1,,,150,"Creative Skills, Creative Skills > Public Speaking",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Public-Speaking.jpg,,,,,,,,,0,
596,"simple, virtual",,,"Spelling Competition",1,0,visible,"Live 1:1 and group Spelling Competition classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Creative Skills, Creative Skills > Spelling Competition",,,,,,,,,,,,0,
603,"simple, virtual",,,"Bollywood Dance",1,0,visible,"Live 1:1 and group Bollywood Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance > Bollywood, Dance",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Bollywood.jpg,,,,,,,,,0,
608,"simple, virtual",,,"Kuchipudi Dance",1,0,visible,"Live 1:1 and group Kuchipudi Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance, Dance > Kuchipudi",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kuchipudi.jpg,,,,,,,,,0,
619,"simple, virtual",,,"Bharatnatyam Dance",1,0,visible,"Live 1:1 and group Bharatnatyam Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance > Bharatnatyam, Dance",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Bharatnatyam.jpg.jpeg,,,,,,,,,0,
621,"simple, virtual",,,"Kathak Dance",1,0,visible,"Live 1:1 and group Kathak Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance, Dance > Kathak",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kathak.jpg,,,,,,,,,0,
633,"simple, virtual",,,"Hip Hop Dance",1,0,visible,"Live 1:1 and group Hip Hop Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance, Dance > Hip Hop",,,,,,,,,,,,0,
634,"simple, virtual",,,"Zumba Dance",1,0,visible,"Live 1:1 and group Zumba Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance, Dance > Zumba",,,,,,,,,,,,0,
647,"simple, virtual",,,"Western Dance Dance",1,0,visible,"Live 1:1 and group Western Dance Dance classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Dance, Dance > Western Dance",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Sanskrit.webp,,,,,,,,,0,
651,"simple, virtual",,,Spanish,1,0,visible,"Live 1:1 and group Spanish classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Spanish",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Spanish.jpg,,,,,,,,,0,
654,"simple, virtual",,,French,1,0,visible,"Live 1:1 and group French classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages > French, Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/French.jpg,,,,,,,,,0,
668,"simple, virtual",,,German,1,0,visible,"Live 1:1 and group German classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages > German, Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/German.jpg,,,,,,,,,0,
674,"simple, virtual",,,Mandarin,1,0,visible,"Live 1:1 and group Mandarin classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Mandarin",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Mandarin.jpg,,,,,,,,,0,
676,"simple, virtual",,,Russian,1,0,visible,"Live 1:1 and group Russian classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Russian",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Russian.jpg,,,,,,,,,0,
694,"simple, virtual",,,Sanskrit,1,0,visible,"Live 1:1 and group Sanskrit classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Sanskrit",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Sanskrit.jpg,,,,,,,,,0,
698,"simple, virtual",,,Hindi,1,0,visible,"Live 1:1 and group Hindi classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages > Hindi, Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Hindi.jpg,,,,,,,,,0,
702,"simple, virtual",,,Tamil,1,0,visible,"Live 1:1 and group Tamil classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Tamil",,,,,,,,,,,,0,
709,"simple, virtual",,,Telugu,1,0,visible,"Live 1:1 and group Telugu classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Telugu",,,,,,,,,,,,0,
726,"simple, virtual",,,Kannada,1,0,visible,"Live 1:1 and group Kannada classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages > Kannada, Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kannada.jpg,,,,,,,,,0,
727,"simple, virtual",,,Malayalam,1,0,visible,"Live 1:1 and group Malayalam classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,300,"Languages, Languages > Malayalam",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Malayalam.jpg,,,,,,,,,0,
735,"simple, virtual",,,"Phonics, Numbers & Language Development",1,0,visible,"Live 1:1 and group Phonics, Numbers & Language Development classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Phonics",,,,,,,,,,,,0,
747,"simple, virtual",,,"Mathematics Grade 1-7",1,0,visible,"Live 1:1 and group Mathematics Grade 1-7 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Mathematics",,,,,,,,,,,,0,
750,"simple, virtual",,,"Mathematics Grade 8",1,0,visible,"Live 1:1 and group Mathematics Grade 8 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,750,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Mathematics",,,,,,,,,,,,0,
753,"simple, virtual",,,"Vedic Maths (Grade 3-6)",1,0,visible,"Live 1:1 and group Vedic Maths (Grade 3-6) classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Vedic Maths",,,,,,,,,,,,0,
754,"simple, virtual",,,"Vedic Maths (Advanced)",1,0,visible,"Live 1:1 and group Vedic Maths (Advanced) classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Vedic Maths",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Vedic-Math.jpg,,,,,,,,,0,
757,"simple, virtual",,,"English Grade 1-7",1,0,visible,"Live 1:1 and group English Grade 1-7 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > English",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/English-8.jpg,,,,,,,,,0,
758,"simple, virtual",,,"English Grade 8",1,0,visible,"Live 1:1 and group English Grade 8 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,750,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > English",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/English-9.jpg,,,,,,,,,0,
760,"simple, virtual",,,"Science Grade 1-7",1,0,visible,"Live 1:1 and group Science Grade 1-7 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Science",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kids-Science-1.jpg,,,,,,,,,0,
763,"simple, virtual",,,"Science Grade 8",1,0,visible,"Live 1:1 and group Science Grade 8 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,750,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Science",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kids-Science-2.jpg,,,,,,,,,0,
765,"simple, virtual",,,"Social Studies Grade 1-7",1,0,visible,"Live 1:1 and group Social Studies Grade 1-7 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Social Studies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Social-Studies-.jpg-3.jpeg,,,,,,,,,0,
766,"simple, virtual",,,"Social Studies Grade 8",1,0,visible,"Live 1:1 and group Social Studies Grade 8 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,750,"Academics — Elementary & Middle School, Academics — Elementary & Middle School > Social Studies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Social-Studies-.jpg-2.jpeg,,,,,,,,,0,
769,"simple, virtual",,,Abacus,1,0,visible,"Live 1:1 and group Abacus classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,600,"Academics — Elementary & Middle School > Abacus, Academics — Elementary & Middle School",,,,,,,,,,,,0,
771,"simple, virtual",,,"Mathematics Grade 9-10",1,0,visible,"Live 1:1 and group Mathematics Grade 9-10 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — Elementary & Middle School > Mathematics",,,,,,,,,,,,0,
772,"simple, virtual",,,"Mathematics Grade 11-12",1,0,visible,"Live 1:1 and group Mathematics Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — Elementary & Middle School > Mathematics",,,,,,,,,,,,0,
774,"simple, virtual",,,"English Grade 9-10",1,0,visible,"Live 1:1 and group English Grade 9-10 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — Elementary & Middle School > English",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/English-6.jpg,,,,,,,,,0,
776,"simple, virtual",,,"English Grade 11-12",1,0,visible,"Live 1:1 and group English Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — Elementary & Middle School > English",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/English-7.jpg,,,,,,,,,0,
778,"simple, virtual",,,"Science Grade 9-10",1,0,visible,"Live 1:1 and group Science Grade 9-10 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — Elementary & Middle School > Science",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Kids-Science.jpg,,,,,,,,,0,
782,"simple, virtual",,,"Physics Grade 11-12",1,0,visible,"Live 1:1 and group Physics Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Physics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Physics.jpg.jpeg,,,,,,,,,0,
783,"simple, virtual",,,"Chemistry Grade 11-12",1,0,visible,"Live 1:1 and group Chemistry Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Chemistry",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Chemistry.jpg,,,,,,,,,0,
785,"simple, virtual",,,"Biology Grade 11-12",1,0,visible,"Live 1:1 and group Biology Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Biology",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Biology.jpg,,,,,,,,,0,
790,"simple, virtual",,,"Social Studies Grade 9-10",1,0,visible,"Live 1:1 and group Social Studies Grade 9-10 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — Elementary & Middle School > Social Studies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Social-Studies-.jpg.jpeg,,,,,,,,,0,
792,"simple, virtual",,,"Social Studies Grade 11-12",1,0,visible,"Live 1:1 and group Social Studies Grade 11-12 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — Elementary & Middle School > Social Studies",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Social-Studies-.jpg-1.jpeg,,,,,,,,,0,
793,"simple, virtual",,,"Integrated Math I/II/III",1,0,visible,"Live 1:1 and group Integrated Math I/II/III classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — Elementary & Middle School > Mathematics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Integeated-Math.jpg,,,,,,,,,0,
794,"simple, virtual",,,"Algebra I",1,0,visible,"Live 1:1 and group Algebra I classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Algebra",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Untitled-design-73.png,,,,,,,,,0,
